PageId,Published,ProjectName,ProjectCountry,NoticeLanguage,ContactName,SubmissionDate,ProcurementType,MajorSector,BidReference,ProjectId,NoticeType,ContactOrganization,ContractSignatureDate,ProcurementGroup
3576,41285,"CO - Justice Services Strenghtening",Colombia,Spanish,N/A,41285,"Procurement Technical Assistance","Public Administration, Law, and Justice","ICB Award",P083904,"Contract Award",Published,N/A,40645
3577,41285,"CO - Justice Services Strenghtening",Colombia,Spanish,N/A,41285,"Procurement Technical Assistance","Public Administration, Law, and Justice","ICB Award",P083904,"Contract Award",Published,N/A,40645
3578,41285,"CO - Justice Services Strenghtening",Colombia,Spanish,N/A,41285,"Procurement Technical Assistance","Public Administration, Law, and Justice","ICB Award",P083904,"Contract Award",Published,N/A,40645
3579,41285,"CO - Justice Services Strenghtening",Colombia,Spanish,N/A,41285,"Procurement Technical Assistance","Public Administration, Law, and Justice","ICB Award",P083904,"Contract Award",Published,N/A,40645
3580,41285,"CO - Justice Services Strenghtening",Colombia,Spanish,N/A,41285,"Procurement Technical Assistance","Public Administration, Law, and Justice","ICB Award",P083904,"Contract Award",Published,N/A,40645
3581,41598,"CO - Justice Services Strenghtening",Colombia,Spanish,N/A,41598,"Procurement Technical Assistance","Public Administration, Law, and Justice","ICB Award",P083904,"Contract Award",Published,N/A,40645
3582,41598,"CO - Justice Services Strenghtening",Colombia,Spanish,N/A,41598,"Procurement Technical Assistance","Public Administration, Law, and Justice","ICB Award",P083904,"Contract Award",Published,N/A,40645
3583,41598,"CO - Justice Services Strenghtening",Colombia,Spanish,N/A,41598,"Procurement Technical Assistance","Public Administration, Law, and Justice","ICB Award",P083904,"Contract Award",Published,N/A,40645
3584,41598,"CO - Justice Services Strenghtening",Colombia,Spanish,N/A,41598,"Procurement Technical Assistance","Public Administration, Law, and Justice","ICB Award",P083904,"Contract Award",Published,N/A,40645
3585,40547,"HR Science & Technology",Croatia,English,N/A,40547,"Equipment, Mechanical","Public Administration, Law, and Justice; Industry and trade","ICB Award",P080258,"Contract Award",Revised,N/A,40555
3586,40576,"HR Science & Technology",Croatia,English,N/A,40576,"Equipment, Mechanical","Public Administration, Law, and Justice; Industry and trade","ICB Award",P080258,"Contract Award",Published,N/A,40555
3587,40576,"HR Science & Technology",Croatia,English,N/A,40576,"Equipment, Mechanical","Public Administration, Law, and Justice; Industry and trade","ICB Award",P080258,"Contract Award",Published,N/A,40555
3588,40576,"HR Science & Technology",Croatia,English,N/A,40576,"Equipment, Mechanical","Public Administration, Law, and Justice; Industry and trade","ICB Award",P080258,"Contract Award",Published,N/A,40555
3589,40591,"HR Science & Technology",Croatia,English,N/A,40591,"Equipment, Mechanical","Public Administration, Law, and Justice; Industry and trade","Small Contracts Award (DIR, CQS, SSS)",P080258,"Contract Award",Published,N/A,40555
3590,40591,"HR Science & Technology",Croatia,English,N/A,40591,"Equipment, Mechanical","Public Administration, Law, and Justice; Industry and trade","Small Contracts Award (DIR, CQS, SSS)",P080258,"Contract Award",Published,N/A,40555
3591,40989,"ENERGY EFFICIENCY (GEF)",Poland,English,N/A,40989,"Statistical Services","Education; Health and other social services; Finance; Energy and mining","Small Contracts Award (DIR,CQS,INDV,SSS)",P070246,"Contract Award",Published,N/A,40968
3592,40918,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,40918,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Revised,N/A,40700
3593,40918,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,40918,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Revised,N/A,40700
3594,40918,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,40918,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Revised,N/A,40700
3595,40918,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,40918,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Revised,N/A,40700
3596,40938,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,40938,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3597,40938,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,40938,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3598,40938,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,40938,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3599,40938,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,40938,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3600,41347,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41347,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3601,41347,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41347,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3602,41347,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41347,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3603,41347,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41347,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3604,41477,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41477,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3605,41477,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41477,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3606,41477,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41477,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3607,41583,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41583,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3608,41583,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41583,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3609,41621,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41624,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3610,41621,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41624,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3611,41621,"Mali Energy Support Project SIL (FY09)",Mali,French,N/A,41624,"Works, Maintenance and Rehabilitation","Energy and mining; Public Administration, Law, and Justice; Energy and mining","ICB Award",P108440,"Contract Award",Published,N/A,40700
3612,40632,"TZ-Lower Kihansi Env Mgmt TAL (FY02)",Tanzania,English,N/A,40632,"Construction Supervision","Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Small Contracts Award (DIR, CQS, SSS)",P073397,"Contract Award",Published,N/A,38259
3613,40507,"DO Electricity Distrib Rehabilitation","Dominican Republic",Spanish,N/A,40507,"Equipment, Electrical","Energy and mining","ICB Award",P089866,"Contract Award",Published,N/A,40549
3614,40507,"DO Electricity Distrib Rehabilitation","Dominican Republic",Spanish,N/A,40507,"Equipment, Electrical","Energy and mining","ICB Award",P089866,"Contract Award",Published,N/A,40549
3615,40582,"DO Electricity Distrib Rehabilitation","Dominican Republic",Spanish,N/A,40582,"Equipment, Electrical","Energy and mining","ICB Award",P089866,"Contract Award",Published,N/A,40549
3616,40582,"DO Electricity Distrib Rehabilitation","Dominican Republic",Spanish,N/A,40582,"Equipment, Electrical","Energy and mining","ICB Award",P089866,"Contract Award",Published,N/A,40549
3617,40582,"DO Electricity Distrib Rehabilitation","Dominican Republic",Spanish,N/A,40582,"Equipment, Electrical","Energy and mining","ICB Award",P089866,"Contract Award",Published,N/A,40549
3618,40599,"SOCIAL PROT DEVT",Azerbaijan,English,N/A,40599,"Hardware/Software Services","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice","Consultant Award (QCBS, QBS, FCS, LCS)",P105116,"Contract Award",Published,N/A,40548
3619,40767,"CN-NanGuang Railway",China,English,N/A,40767,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3620,40767,"CN-NanGuang Railway",China,English,N/A,40767,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3621,40767,"CN-NanGuang Railway",China,English,N/A,40767,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3622,40767,"CN-NanGuang Railway",China,English,N/A,40767,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3623,40767,"CN-NanGuang Railway",China,English,N/A,40767,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3624,40767,"CN-NanGuang Railway",China,English,N/A,40767,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3625,40767,"CN-NanGuang Railway",China,English,N/A,40767,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3626,40767,"CN-NanGuang Railway",China,English,N/A,40767,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3627,40777,"CN-NanGuang Railway",China,English,N/A,40777,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3628,40777,"SOCIAL PROT DEVT",Azerbaijan,English,N/A,40777,"Hardware/Software Services","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice","ICB Award",P105116,"Contract Award",Published,N/A,40548
3629,40793,"SOCIAL PROT DEVT",Azerbaijan,English,N/A,40793,"Hardware/Software Services","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice","ICB Award",P105116,"Contract Award",Published,N/A,40548
3630,40793,"SOCIAL PROT DEVT",Azerbaijan,English,N/A,40793,"Hardware/Software Services","Health and other social services; Public Administration, Law, and Justice; Public Administration, Law, and Justice","ICB Award",P105116,"Contract Award",Published,N/A,40548
3631,40841,"CN-NanGuang Railway",China,English,N/A,40841,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3632,40841,"CN-NanGuang Railway",China,English,N/A,40841,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3633,40841,"CN-NanGuang Railway",China,English,N/A,40841,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
3634,40841,"CN-NanGuang Railway",China,English,N/A,40841,"Equipment, Transportation",Transportation,"ICB Award",P112359,"Contract Award",Published,N/A,41036
